Protocol,Flow.Duration,Tot.Fwd.Pkts,Tot.Bwd.Pkts,TotLen.Fwd.Pkts,Fwd.Pkt.Len.Min,Fwd.Pkt.Len.Std,Flow.Byts.s,Flow.Pkts.s,Flow.IAT.Mean,Flow.IAT.Std,Fwd.IAT.Min,Bwd.IAT.Tot,Bwd.IAT.Std,Bwd.IAT.Min,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,SYN.Flag.Cnt,RST.Flag.Cnt,URG.Flag.Cnt,CWR.Flag.Count,Fwd.Byts.b.Avg,Fwd.Pkts.b.Avg,Fwd.Blk.Rate.Avg,Bwd.Byts.b.Avg,Bwd.Pkts.b.Avg,Bwd.Blk.Rate.Avg,Subflow.Fwd.Byts,Fwd.Act.Data.Pkts,Fwd.Seg.Size.Min,Active.Std,Active.Min,Idle.Mean,Idle.Std,Label
6,1168,5,2,935,0,418.1447118,1023972.603,5993.150685,194.6666667,241.4346012,6,620,0.0,620,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1660,5,2,935,0,418.1447118,736746.988,4216.86747,276.6666667,385.8588688,6,1006,0.0,1006,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,15425,5,2,935,0,418.1447118,78249.59481,453.808752,2570.833333,5938.943388,9,14688,0.0,14688,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,8628,5,2,935,0,418.1447118,145804.3579,811.3120074,1438.0,3165.10657,6,7889,0.0,7889,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1414,5,2,935,0,418.1447118,883309.7595,4950.49505,235.6666667,307.4655536,6,798,0.0,798,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1183,5,2,935,0,418.1447118,1052409.129,5917.159763,197.1666667,255.329134,3,667,0.0,667,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1099,5,2,935,0,418.1447118,1122838.944,6369.426752,183.1666667,227.0765656,7,586,0.0,586,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14255,5,2,935,0,418.1447118,87758.68116,491.0557699,2375.833333,5560.679362,6,13724,0.0,13724,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,11065,5,2,935,0,418.1447118,107998.1925,632.6253954,1844.166667,4180.288718,7,10371,0.0,10371,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,16755,5,2,935,0,418.1447118,72276.93226,417.7857356,2792.5,6451.991282,2,15957,0.0,15957,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,2985,5,2,935,0,418.1447118,421440.536,2345.058626,497.5,971.833885,6,2468,0.0,2468,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,33842,5,2,935,0,418.1447118,36847.70404,206.8435672,5640.333333,13421.50703,3,33034,0.0,33034,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1304,5,2,935,0,418.1447118,928680.9816,5368.09816,217.3333333,302.5714241,6,789,0.0,789,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,16138,5,2,935,0,418.1447118,73305.24229,433.7588301,2689.666667,6294.900497,7,15536,0.0,15536,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1227,5,2,935,0,418.1447118,1038304.808,5704.971475,204.5,265.0349034,5,686,0.0,686,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,11227,5,2,935,0,418.1447118,113654.5827,623.4969271,1871.166667,4284.275594,6,10612,0.0,10612,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1356,5,2,935,0,418.1447118,872418.8791,5162.241888,226.0,280.5608668,4,717,0.0,717,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1199,5,2,935,0,418.1447118,986655.5463,5838.198499,199.8333333,261.0037675,7,681,0.0,681,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1382,5,2,935,0,418.1447118,874819.1027,5065.12301,230.3333333,305.4063959,6,789,0.0,789,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1518,5,2,935,0,418.1447118,835968.3794,4611.330698,253.0,345.2726459,7,899,0.0,899,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1230,5,2,935,0,418.1447118,976422.7642,5691.056911,205.0,257.2454081,6,664,0.0,664,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,6604,5,2,935,0,418.1447118,183222.2895,1059.963658,1100.666667,2431.158709,6,6058,0.0,6058,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,3553,5,2,935,0,418.1447118,336616.9434,1970.166057,592.1666667,926.1035399,9,2390,0.0,2390,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,29977,5,2,935,0,418.1447118,40297.56146,233.5123595,4996.166667,11901.94101,6,29289,0.0,29289,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,17953,5,2,935,0,418.1447118,71074.47223,389.9069793,2992.166667,6990.06602,3,17257,0.0,17257,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,10453,5,2,935,0,418.1447118,118052.2338,669.6642112,1742.166667,4028.293704,8,9962,0.0,9962,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1485,5,2,935,0,418.1447118,840404.0404,4713.804714,247.5,251.4460181,9,692,0.0,692,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1410,5,2,935,0,418.1447118,864539.0071,4964.539007,235.0,316.3390586,6,819,0.0,819,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,3408,5,2,935,0,418.1447118,374706.5728,2053.99061,568.0,1045.416089,9,2674,0.0,2674,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1081,5,2,935,0,418.1447118,1179463.46,6475.485661,180.1666667,199.0742742,8,476,0.0,476,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,9353,5,2,935,0,418.1447118,133540.0406,748.4229659,1558.833333,3530.983003,8,8762,0.0,8762,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1626,5,2,935,0,418.1447118,739237.3924,4305.04305,271.0,325.0932174,8,833,0.0,833,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1206,5,2,935,0,418.1447118,1058872.305,5804.311774,201.0,250.1263681,6,644,0.0,644,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1141,5,2,935,0,418.1447118,1094653.812,6134.969325,190.1666667,227.8582161,5,567,0.0,567,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,6904,5,2,935,0,418.1447118,173957.1263,1013.904983,1150.666667,2551.670877,5,6353,0.0,6353,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,2486,5,2,935,0,418.1447118,486725.6637,2815.768302,414.3333333,544.6939202,6,770,0.0,770,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,16148,5,2,935,0,418.1447118,78957.1464,433.4902155,2691.333333,6315.873801,6,15581,0.0,15581,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,17643,5,2,935,0,418.1447118,68185.68271,396.757921,2940.5,6868.284,5,16957,0.0,16957,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,20057,5,2,935,0,418.1447118,62073.09169,349.0053348,3342.833333,7912.924704,7,19493,0.0,19493,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,2215,5,2,935,0,418.1447118,562528.2167,3160.27088,369.1666667,621.4272014,6,1603,0.0,1603,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,5869,5,2,935,0,418.1447118,221502.8114,1192.707446,978.1666667,2156.067106,6,5374,0.0,5374,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1399,5,2,935,0,418.1447118,899213.7241,5003.573981,233.1666667,309.8705644,6,803,0.0,803,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1301,5,2,935,0,418.1447118,930822.4443,5380.476556,216.8333333,296.2792039,10,777,0.0,777,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1465,5,2,935,0,418.1447118,869624.5734,4778.156997,244.1666667,299.6207047,3,758,0.0,758,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1338,5,2,935,0,418.1447118,947683.1091,5231.689088,223.0,297.4800834,6,772,0.0,772,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1069,5,2,935,0,418.1447118,1167446.211,6548.175865,178.1666667,215.2072644,7,555,0.0,555,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1971,5,2,935,0,418.1447118,638254.693,3551.496702,328.5,413.1192322,4,686,0.0,686,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1337,5,2,935,0,418.1447118,931189.2296,5235.602094,222.8333333,298.0277951,7,774,0.0,774,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1246,5,2,935,0,418.1447118,1001605.136,5617.977528,207.6666667,274.3972789,3,701,0.0,701,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14466,5,2,935,0,418.1447118,84750.44933,483.893267,2411.0,5545.509174,6,13725,0.0,13725,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,16885,5,2,935,0,418.1447118,75510.80841,414.5691442,2814.166667,6588.456645,4,16260,0.0,16260,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1455,5,2,935,0,418.1447118,865979.3814,4810.996564,242.5,361.3844214,5,948,0.0,948,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1433,5,2,935,0,418.1447118,868108.8625,4884.856943,238.8333333,316.8768951,7,828,0.0,828,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,15253,5,2,935,0,418.1447118,81623.28722,458.9261129,2542.166667,5870.803775,7,14521,0.0,14521,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1071,5,2,935,0,418.1447118,1161531.279,6535.947712,178.5,192.9981865,10,473,0.0,473,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,18677,5,2,935,0,418.1447118,63339.93682,374.7925256,3112.833333,7325.835581,7,18064,0.0,18064,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1095,5,2,935,0,418.1447118,1138812.785,6392.694064,182.5,228.521115,6,585,0.0,585,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,16609,5,2,935,0,418.1447118,73634.77633,421.4582455,2768.166667,6362.099258,5,15748,0.0,15748,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1209,5,2,935,0,418.1447118,1054590.571,5789.909016,201.5,261.8035523,6,678,0.0,678,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1066,5,2,935,0,418.1447118,1173545.966,6566.604128,177.6666667,212.709818,6,555,0.0,555,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1227,5,2,935,0,418.1447118,1039934.8,5704.971475,204.5,231.7971096,6,565,0.0,565,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1359,5,2,935,0,418.1447118,927888.1531,5150.84621,226.5,294.931687,7,766,0.0,766,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,2435,5,2,935,0,418.1447118,506365.5031,2874.743326,405.8333333,681.2034694,5,1759,0.0,1759,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1364,5,2,935,0,418.1447118,930351.9062,5131.964809,227.3333333,292.9291154,3,757,0.0,757,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,10123,5,2,935,0,418.1447118,122987.2567,691.4946162,1687.166667,3848.045396,7,9538,0.0,9538,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,3862,5,2,935,0,418.1447118,326514.7592,1812.532367,643.6666667,1300.338674,6,3286,0.0,3286,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,34015,5,2,935,0,418.1447118,34837.57166,205.7915625,5669.166667,13483.80907,4,33190,0.0,33190,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,29840,5,2,935,0,418.1447118,40985.25469,234.5844504,4973.333333,11920.63914,6,29305,0.0,29305,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14489,5,2,935,0,418.1447118,84132.79039,483.1251294,2414.833333,5672.193382,5,13991,0.0,13991,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,781,5,2,935,0,418.1447118,1580025.608,8962.868118,130.1666667,134.2153742,7,175,0.0,175,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1392,5,2,935,0,418.1447118,915229.8851,5028.735632,232.0,318.8027603,6,830,0.0,830,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1023,5,2,935,0,418.1447118,1191593.353,6842.619746,170.5,211.9733474,6,550,0.0,550,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,29856,5,2,935,0,418.1447118,41063.77278,234.4587353,4976.0,11883.38767,6,29231,0.0,29231,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,32121,5,2,935,0,418.1447118,38946.48361,217.9259674,5353.5,12553.77223,3,30971,0.0,30971,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1294,5,2,935,0,418.1447118,945904.1731,5409.582689,215.6666667,263.3124886,9,659,0.0,659,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1046,5,2,935,0,418.1447118,1218929.254,6692.160612,174.3333333,197.3815256,6,493,0.0,493,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1323,5,2,935,0,418.1447118,915343.9153,5291.005291,220.5,300.1844433,7,784,0.0,784,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1130,5,2,935,0,418.1447118,1115044.248,6194.690265,188.3333333,228.6487845,4,586,0.0,586,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,3839,5,2,935,0,418.1447118,314925.7619,1823.391508,639.8333333,1279.072854,10,3237,0.0,3237,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1264,5,2,935,0,418.1447118,964398.7342,5537.974684,210.6666667,286.7428581,4,748,0.0,748,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1577,5,2,935,0,418.1447118,804058.3386,4438.807863,262.8333333,349.8144746,6,909,0.0,909,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1079,5,2,935,0,418.1447118,1098239.11,6487.488415,179.8333333,218.400931,7,559,0.0,559,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,6684,5,2,935,0,418.1447118,186265.7092,1047.27708,1114.0,2256.134748,7,5692,0.0,5692,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1027,5,2,935,0,418.1447118,1201557.936,6815.968841,171.1666667,193.4543012,8,479,0.0,479,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1221,5,2,935,0,418.1447118,1043407.043,5733.005733,203.5,236.4104482,3,553,0.0,553,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1426,5,2,935,0,418.1447118,865357.6438,4908.835905,237.6666667,325.9838442,5,840,0.0,840,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1146,5,2,935,0,418.1447118,1068062.827,6108.202443,191.0,208.1297672,9,510,0.0,510,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1456,5,2,935,0,418.1447118,859203.2967,4807.692308,242.6666667,344.8568785,6,900,0.0,900,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1958,5,2,935,0,418.1447118,617466.8029,3575.076609,326.3333333,370.3342634,7,836,0.0,836,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1317,5,2,935,0,418.1447118,899012.9081,5315.110099,219.5,275.0583574,7,710,0.0,710,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1162,5,2,935,0,418.1447118,1096385.542,6024.096386,193.6666667,240.8075303,3,618,0.0,618,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,725,5,2,935,0,418.1447118,1717241.379,9655.172414,120.8333333,119.3874644,5,236,0.0,236,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1211,5,2,935,0,418.1447118,1027250.206,5780.346821,201.8333333,266.7961144,6,696,0.0,696,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1439,5,2,935,0,418.1447118,867963.8638,4864.489229,239.8333333,309.564479,3,798,0.0,798,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1479,5,2,935,0,418.1447118,835023.6646,4732.927654,246.5,284.6167599,5,648,0.0,648,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1556,5,2,935,0,418.1447118,760282.7763,4498.714653,259.3333333,320.4338725,7,789,0.0,789,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1233,5,2,935,0,418.1447118,994322.7899,5677.210057,205.5,215.4490659,14,516,0.0,516,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1197,5,2,935,0,418.1447118,1043441.938,5847.953216,199.5,225.1370694,6,549,0.0,549,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,16674,5,2,935,0,418.1447118,75446.80341,419.8152813,2779.0,6541.242328,4,16129,0.0,16129,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1256,5,2,935,0,418.1447118,941878.9809,5573.248408,209.3333333,239.7912981,5,573,0.0,573,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,5832,5,2,935,0,418.1447118,213648.834,1200.274348,972.0,2155.906863,4,5368,0.0,5368,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,7319,5,2,935,0,418.1447118,173384.3421,956.4148108,1219.833333,2715.131777,7,6756,0.0,6756,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,16079,5,2,935,0,418.1447118,79358.16904,435.3504571,2679.833333,6218.732682,5,15369,0.0,15369,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,2066,5,2,935,0,418.1447118,616650.5324,3388.189739,344.3333333,590.4901918,6,1526,0.0,1526,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1257,5,2,935,0,418.1447118,1013524.264,5568.814638,209.5,250.0509948,4,604,0.0,604,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1614,5,2,935,0,418.1447118,779429.9876,4337.050805,269.0,399.8364666,3,1047,0.0,1047,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,48092,5,2,935,0,418.1447118,24640.27281,145.5543542,8015.333333,19156.28858,6,47115,0.0,47115,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,15840,5,2,935,0,418.1447118,78535.35354,441.9191919,2640.0,6172.808502,5,15237,0.0,15237,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,790,5,2,935,0,418.1447118,1527848.101,8860.759494,131.6666667,131.8129989,6,205,0.0,205,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1388,5,2,935,0,418.1447118,888328.5303,5043.227666,231.3333333,333.0229221,7,872,0.0,872,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1406,5,2,935,0,418.1447118,888335.7041,4978.662873,234.3333333,324.5622693,7,849,0.0,849,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1239,5,2,935,0,418.1447118,1049233.253,5649.717514,206.5,255.9615205,5,659,0.0,659,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,6667,5,2,935,0,418.1447118,177441.1279,1049.947503,1111.166667,2400.59996,6,6000,0.0,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,19070,5,2,935,0,418.1447118,62034.60933,367.0686943,3178.333333,7017.853252,6,17486,0.0,17486,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1257,5,2,935,0,418.1447118,1034208.433,5568.814638,209.5,272.1615329,6,711,0.0,711,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1157,5,2,935,0,418.1447118,1056179.775,6050.129646,192.8333333,228.1161254,3,577,0.0,577,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,17104,5,2,935,0,418.1447118,70334.4247,409.2609916,2850.666667,6647.70603,3,16417,0.0,16417,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1322,5,2,935,0,418.1447118,916036.3086,5295.007564,220.3333333,276.8217236,6,703,0.0,703,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1607,5,2,935,0,418.1447118,751711.2632,4355.94275,267.8333333,381.6078703,4,996,0.0,996,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1055,5,2,935,0,418.1447118,1146919.431,6635.07109,175.8333333,207.9225016,7,530,0.0,530,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1162,5,2,935,0,418.1447118,1018932.874,6024.096386,193.6666667,248.0255363,5,638,0.0,638,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1330,5,2,935,0,418.1447118,936090.2256,5263.157895,221.6666667,295.8206664,5,771,0.0,771,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1547,5,2,935,0,418.1447118,813186.8132,4524.886878,257.8333333,282.5961193,3,624,0.0,624,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1165,5,2,935,0,418.1447118,1067811.159,6008.583691,194.1666667,227.3415199,5,577,0.0,577,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1212,5,2,935,0,418.1447118,991749.1749,5775.577558,202.0,248.3666644,8,642,0.0,642,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1253,5,2,935,0,418.1447118,996009.577,5586.592179,208.8333333,267.5260112,6,684,0.0,684,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1156,5,2,935,0,418.1447118,1045847.751,6055.363322,192.6666667,248.4654235,5,646,0.0,646,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,4337,5,2,935,0,418.1447118,284297.9018,1614.018907,722.8333333,1485.526764,6,3742,0.0,3742,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1506,5,2,935,0,418.1447118,818725.0996,4648.074369,251.0,353.196829,6,922,0.0,922,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1190,5,2,935,0,418.1447118,1045378.151,5882.352941,198.3333333,249.9725318,6,652,0.0,652,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1112,5,2,935,0,418.1447118,1085431.655,6294.964029,185.3333333,225.2444598,6,572,0.0,572,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,7369,5,2,935,0,418.1447118,162301.5335,949.925363,1228.166667,2761.681112,5,6861,0.0,6861,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,49002,5,2,935,0,418.1447118,25876.49484,142.8513122,8167.0,19691.00203,4,48360,0.0,48360,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1445,5,2,935,0,418.1447118,819377.1626,4844.290657,240.8333333,327.3709924,5,851,0.0,851,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
