Protocol,Flow.Duration,Tot.Fwd.Pkts,TotLen.Fwd.Pkts,Fwd.Pkt.Len.Max,Fwd.Pkt.Len.Min,Fwd.Pkt.Len.Mean,Bwd.Pkt.Len.Min,Bwd.Pkt.Len.Mean,Flow.Byts.s,Flow.Pkts.s,Flow.IAT.Mean,Flow.IAT.Std,Bwd.IAT.Tot,Bwd.IAT.Mean,Bwd.IAT.Std,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Bwd.Pkts.s,SYN.Flag.Cnt,RST.Flag.Cnt,PSH.Flag.Cnt,URG.Flag.Cnt,CWR.Flag.Count,Down.Up.Ratio,Bwd.Seg.Size.Avg,Fwd.Byts.b.Avg,Fwd.Pkts.b.Avg,Fwd.Blk.Rate.Avg,Bwd.Byts.b.Avg,Init.Fwd.Win.Byts,Fwd.Seg.Size.Min,Active.Mean,Idle.Mean,Idle.Std,Label
6,1635,5,935,935,0,187.0,0,124.0,723547.4006,4281.345566,272.5,312.1927289,745,745.0,0.0,0,0,0,0,1223.24159,0,1,1,0,0,0.0,124.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1349,5,935,935,0,187.0,0,149.5,914751.6679,5189.02891,224.8333333,295.5925687,756,756.0,0.0,0,0,0,0,1482.579689,0,1,1,0,0,0.0,149.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1376,5,935,935,0,187.0,0,168.0,923691.8605,5087.209302,229.3333333,299.8844222,774,774.0,0.0,0,0,0,0,1453.488372,0,1,1,0,0,0.0,168.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1314,5,935,935,0,187.0,0,137.5,920852.3592,5327.245053,219.0,276.4959313,684,684.0,0.0,0,0,0,0,1522.070015,0,1,1,0,0,0.0,137.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1404,5,935,935,0,187.0,0,166.5,903133.9031,4985.754986,234.0,309.7159989,800,800.0,0.0,0,0,0,0,1424.501425,0,1,1,0,0,0.0,166.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1190,5,935,935,0,187.0,0,170.5,1072268.908,5882.352941,198.3333333,236.9191142,606,606.0,0.0,0,0,0,0,1680.672269,0,1,1,0,0,0.0,170.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,6870,5,935,935,0,187.0,0,169.5,185443.9592,1018.922853,1145.0,2553.875251,6353,6353.0,0.0,0,0,0,0,291.1208151,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1170,5,935,935,0,187.0,0,156.0,1065811.966,5982.905983,195.0,242.7228873,630,630.0,0.0,0,0,0,0,1709.401709,0,1,1,0,0,0.0,156.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,46916,5,935,935,0,187.0,0,158.0,26664.6773,149.2028306,7819.333333,18701.8887,45991,45991.0,0.0,0,0,0,0,42.62938017,0,1,1,0,0,0.0,158.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,17132,5,935,935,0,187.0,0,124.0,69052.06631,408.5921083,2855.333333,6727.646087,16586,16586.0,0.0,0,0,0,0,116.7406024,0,1,1,0,0,0.0,124.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,3897,5,935,935,0,187.0,0,154.5,319219.9128,1796.253528,649.5,1015.121027,2573,2573.0,0.0,0,0,0,0,513.2152938,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,15814,5,935,935,0,187.0,0,157.5,79043.88517,442.6457569,2635.666667,6196.467886,15282,15282.0,0.0,0,0,0,0,126.4702163,0,1,1,0,0,0.0,157.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,8533,5,935,935,0,187.0,0,156.0,146138.521,820.3445447,1422.166667,3215.075764,7980,7980.0,0.0,0,0,0,0,234.3841556,0,1,1,0,0,0.0,156.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1679,5,935,935,0,187.0,0,170.0,759380.5837,4169.148303,279.8333333,435.4108022,1132,1132.0,0.0,0,0,0,0,1191.185229,0,1,1,0,0,0.0,170.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1192,5,935,935,0,187.0,0,182.5,1090604.027,5872.483221,198.6666667,271.7356559,711,711.0,0.0,0,0,0,0,1677.852349,0,1,1,0,0,0.0,182.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1715,5,935,935,0,187.0,0,158.0,729446.0641,4081.632653,285.8333333,434.6770832,1134,1134.0,0.0,0,0,0,0,1166.180758,0,1,1,0,0,0.0,158.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,7754,5,935,935,0,187.0,0,170.5,164560.227,902.7598659,1292.333333,2879.371297,7164,7164.0,0.0,0,0,0,0,257.9313903,0,1,1,0,0,0.0,170.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1366,5,935,935,0,187.0,0,149.5,903367.4963,5124.450952,227.6666667,285.5700731,745,745.0,0.0,0,0,0,0,1464.128843,0,1,1,0,0,0.0,149.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,2853,5,935,935,0,187.0,0,169.5,446547.4939,2453.557659,475.5,916.3328544,2332,2332.0,0.0,0,0,0,0,701.0164739,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1310,5,935,935,0,187.0,0,163.0,962595.4198,5343.51145,218.3333333,275.8910413,712,712.0,0.0,0,0,0,0,1526.717557,0,1,1,0,0,0.0,163.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1322,5,935,935,0,187.0,0,155.0,941754.9168,5295.007564,220.3333333,253.6625054,637,637.0,0.0,0,0,0,0,1512.859304,0,1,1,0,0,0.0,155.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,17847,5,935,935,0,187.0,0,130.5,67014.06399,392.2227825,2974.5,6926.97919,17110,17110.0,0.0,0,0,0,0,112.0636522,0,1,1,0,0,0.0,130.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,6817,5,935,935,0,187.0,0,154.5,182484.9641,1026.844653,1136.166667,2470.311512,6171,6171.0,0.0,0,0,0,0,293.3841866,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1404,5,935,935,0,187.0,0,168.0,905270.6553,4985.754986,234.0,284.8353911,733,733.0,0.0,0,0,0,0,1424.501425,0,1,1,0,0,0.0,168.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1223,5,935,935,0,187.0,0,134.0,983646.7702,5723.630417,203.8333333,250.6674424,642,642.0,0.0,0,0,0,0,1635.322976,0,1,1,0,0,0.0,134.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1096,5,935,935,0,187.0,0,169.5,1162408.759,6386.861314,182.6666667,226.0527962,581,581.0,0.0,0,0,0,0,1824.817518,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1224,5,935,935,0,187.0,0,143.5,998366.0131,5718.954248,204.0,250.9884459,635,635.0,0.0,0,0,0,0,1633.986928,0,1,1,0,0,0.0,143.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1108,5,935,935,0,187.0,0,149.0,1112815.884,6317.689531,184.6666667,216.9217985,554,554.0,0.0,0,0,0,0,1805.054152,0,1,1,0,0,0.0,149.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1341,5,935,935,0,187.0,0,133.0,895600.2983,5219.985086,223.5,292.9878837,760,760.0,0.0,0,0,0,0,1491.42431,0,1,1,0,0,0.0,133.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,5493,5,935,935,0,187.0,0,162.0,229200.801,1274.349172,915.5,1972.702588,4934,4934.0,0.0,0,0,0,0,364.0997633,0,1,1,0,0,0.0,162.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1169,5,935,935,0,187.0,0,169.5,1089820.359,5988.023952,194.8333333,240.6270281,612,612.0,0.0,0,0,0,0,1710.863986,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1406,5,935,935,0,187.0,0,155.0,885490.7539,4978.662873,234.3333333,278.6637161,696,696.0,0.0,0,0,0,0,1422.475107,0,1,1,0,0,0.0,155.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,15852,5,935,935,0,187.0,0,162.5,79485.23846,441.5846581,2642.0,6185.438642,15265,15265.0,0.0,0,0,0,0,126.1670452,0,1,1,0,0,0.0,162.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1309,5,935,935,0,187.0,0,154.0,949579.8319,5347.593583,218.1666667,275.7719468,722,722.0,0.0,0,0,0,0,1527.883881,0,1,1,0,0,0.0,154.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1181,5,935,935,0,187.0,0,171.0,1081287.045,5927.180356,196.8333333,241.5081089,612,612.0,0.0,0,0,0,0,1693.480102,0,1,1,0,0,0.0,171.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,17531,5,935,935,0,187.0,0,166.5,72329.01717,399.2926815,2921.833333,6869.700937,16942,16942.0,0.0,0,0,0,0,114.0836233,0,1,1,0,0,0.0,166.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,21668,5,935,935,0,187.0,0,157.0,57642.60661,323.0570426,3611.333333,8529.724747,21020,21020.0,0.0,0,0,0,0,92.30201218,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,16374,5,935,935,0,187.0,0,136.0,73714.42531,427.5070233,2729.0,6447.456894,15888,15888.0,0.0,0,0,0,0,122.1448638,0,1,1,0,0,0.0,136.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,22816,5,935,935,0,187.0,0,137.0,52989.13043,306.802244,3802.666667,8898.873876,21963,21963.0,0.0,0,0,0,0,87.65778401,0,1,1,0,0,0.0,137.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1247,5,935,935,0,187.0,0,156.0,1000000.0,5613.472334,207.8333333,278.0420232,726,726.0,0.0,0,0,0,0,1603.849238,0,1,1,0,0,0.0,156.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,782,5,935,935,0,187.0,0,157.5,1598465.473,8951.40665,130.3333333,133.2106102,277,277.0,0.0,0,0,0,0,2557.544757,0,1,1,0,0,0.0,157.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1317,5,935,935,0,187.0,0,125.0,899772.2096,5315.110099,219.5,251.2295763,596,596.0,0.0,0,0,0,0,1518.602885,0,1,1,0,0,0.0,125.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1501,5,935,935,0,187.0,0,168.0,846768.8208,4663.557628,250.1666667,324.1514564,843,843.0,0.0,0,0,0,0,1332.445037,0,1,1,0,0,0.0,168.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,15749,5,935,935,0,187.0,0,157.0,79306.62264,444.4726649,2624.833333,6127.403966,15129,15129.0,0.0,0,0,0,0,126.99219,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1118,5,935,935,0,187.0,0,142.0,1090339.893,6261.18068,186.3333333,215.7449111,514,514.0,0.0,0,0,0,0,1788.908766,0,1,1,0,0,0.0,142.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1499,5,935,935,0,187.0,0,155.0,830553.7025,4669.779853,249.8333333,353.3997265,920,920.0,0.0,0,0,0,0,1334.222815,0,1,1,0,0,0.0,155.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1101,5,935,935,0,187.0,0,157.5,1135331.517,6357.856494,183.5,216.8333461,550,550.0,0.0,0,0,0,0,1816.530427,0,1,1,0,0,0.0,157.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1109,5,935,935,0,187.0,0,161.5,1134355.275,6311.992786,184.8333333,229.058435,593,593.0,0.0,0,0,0,0,1803.42651,0,1,1,0,0,0.0,161.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1434,5,935,935,0,187.0,0,133.0,837517.4338,4881.450488,239.0,347.0740555,907,907.0,0.0,0,0,0,0,1394.700139,0,1,1,0,0,0.0,133.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1120,5,935,935,0,187.0,0,154.0,1109821.429,6250.0,186.6666667,222.7668437,572,572.0,0.0,0,0,0,0,1785.714286,0,1,1,0,0,0.0,154.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1418,5,935,935,0,187.0,0,145.5,864598.0254,4936.530324,236.3333333,329.3992512,857,857.0,0.0,0,0,0,0,1410.437236,0,1,1,0,0,0.0,145.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,48855,5,935,935,0,187.0,0,154.5,25463.10511,143.2811381,8142.5,19685.17287,48324,48324.0,0.0,0,0,0,0,40.93746802,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,17710,5,935,935,0,187.0,0,166.5,71597.96725,395.256917,2951.666667,6945.149406,17126,17126.0,0.0,0,0,0,0,112.9305477,0,1,1,0,0,0.0,166.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1851,5,935,935,0,187.0,0,158.0,675850.8914,3781.7396,308.5,379.4526321,709,709.0,0.0,0,0,0,0,1080.497029,0,1,1,0,0,0.0,158.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1274,5,935,935,0,187.0,0,156.0,978806.9074,5494.505495,212.3333333,266.1297929,678,678.0,0.0,0,0,0,0,1569.858713,0,1,1,0,0,0.0,156.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1170,5,935,935,0,187.0,0,170.0,1089743.59,5982.905983,195.0,254.4083332,665,665.0,0.0,0,0,0,0,1709.401709,0,1,1,0,0,0.0,170.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1286,5,935,935,0,187.0,0,136.0,938569.2068,5443.234837,214.3333333,287.6168748,750,750.0,0.0,0,0,0,0,1555.209953,0,1,1,0,0,0.0,136.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1204,5,935,935,0,187.0,0,125.0,984219.2691,5813.953488,200.6666667,252.5847712,650,650.0,0.0,0,0,0,0,1661.129568,0,1,1,0,0,0.0,125.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,11095,5,935,935,0,187.0,0,123.5,106534.475,630.9148265,1849.166667,4043.992157,10096,10096.0,0.0,0,0,0,0,180.261379,0,1,1,0,0,0.0,123.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,33260,5,935,935,0,187.0,0,158.0,37612.74805,210.4630186,5543.333333,13203.82814,32493,32493.0,0.0,0,0,0,0,60.13229104,0,1,1,0,0,0.0,158.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,2508,5,935,935,0,187.0,0,130.0,476475.2791,2791.068581,418.0,749.3026091,1925,1925.0,0.0,0,0,0,0,797.4481659,0,1,1,0,0,0.0,130.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1065,5,935,935,0,187.0,0,167.0,1191549.296,6572.769953,177.5,185.4214119,361,361.0,0.0,0,0,0,0,1877.934272,0,1,1,0,0,0.0,167.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1156,5,935,935,0,187.0,0,145.5,1060553.633,6055.363322,192.6666667,228.2776088,573,573.0,0.0,0,0,0,0,1730.103806,0,1,1,0,0,0.0,145.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1003,5,935,935,0,187.0,0,161.5,1254237.288,6979.062812,167.1666667,176.7183258,297,297.0,0.0,0,0,0,0,1994.017946,0,1,1,0,0,0.0,161.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,18510,5,935,935,0,187.0,0,144.0,66072.3933,378.17396,3085.0,7226.593471,17833,17833.0,0.0,0,0,0,0,108.0497029,0,1,1,0,0,0.0,144.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,3417,5,935,935,0,187.0,0,124.5,346502.7802,2048.580626,569.5,1142.08997,2889,2889.0,0.0,0,0,0,0,585.3087504,0,1,1,0,0,0.0,124.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1240,5,935,935,0,187.0,0,156.0,1005645.161,5645.16129,206.6666667,277.1935545,719,719.0,0.0,0,0,0,0,1612.903226,0,1,1,0,0,0.0,156.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1280,5,935,935,0,187.0,0,157.0,975781.25,5468.75,213.3333333,265.2143787,664,664.0,0.0,0,0,0,0,1562.5,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1145,5,935,935,0,187.0,0,154.5,1086462.882,6113.537118,190.8333333,224.8816726,551,551.0,0.0,0,0,0,0,1746.724891,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1179,5,935,935,0,187.0,0,162.5,1068702.29,5937.234945,196.5,237.2043423,585,585.0,0.0,0,0,0,0,1696.352841,0,1,1,0,0,0.0,162.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1211,5,935,935,0,187.0,0,144.0,1009909.166,5780.346821,201.8333333,247.8196253,633,633.0,0.0,0,0,0,0,1651.527663,0,1,1,0,0,0.0,144.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1078,5,935,935,0,187.0,0,149.0,1143784.787,6493.506494,179.6666667,225.2924026,579,579.0,0.0,0,0,0,0,1855.28757,0,1,1,0,0,0.0,149.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,48672,5,935,935,0,187.0,0,163.0,25908.11966,143.8198554,8112.0,19386.50277,47681,47681.0,0.0,0,0,0,0,41.09138725,0,1,1,0,0,0.0,163.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1387,5,935,935,0,187.0,0,124.5,853640.9517,5046.863735,231.1666667,316.0901243,827,827.0,0.0,0,0,0,0,1441.961067,0,1,1,0,0,0.0,124.5,0,0,0,0,65535,20,0.0,0,0.0,0
17,89479563,6,3000,500,500,500.0,0,0.0,33.52720889,0.067054418,17900000.0,15300000.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,-1,8,4000299.0,21400000,15300000.0,0
6,1118,5,935,935,0,187.0,0,142.0,1090339.893,6261.18068,186.3333333,210.032061,521,521.0,0.0,0,0,0,0,1788.908766,0,1,1,0,0,0.0,142.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,14237,5,935,935,0,187.0,0,169.5,89485.14434,491.6766173,2372.833333,5543.205261,13685,13685.0,0.0,0,0,0,0,140.4790335,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,8857,5,935,935,0,187.0,0,155.0,140566.7833,790.335328,1476.166667,3261.749372,8125,8125.0,0.0,0,0,0,0,225.8100937,0,1,1,0,0,0.0,155.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,9310,5,935,935,0,187.0,0,156.0,133941.9979,751.8796992,1551.666667,3446.305481,8578,8578.0,0.0,0,0,0,0,214.8227712,0,1,1,0,0,0.0,156.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,5869,5,935,935,0,187.0,0,182.5,221502.8114,1192.707446,978.1666667,2156.067106,5374,5374.0,0.0,0,0,0,0,340.773556,0,1,1,0,0,0.0,182.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1323,5,935,935,0,187.0,0,168.0,960695.3893,5291.005291,220.5,295.8552011,768,768.0,0.0,0,0,0,0,1511.715797,0,1,1,0,0,0.0,168.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1404,5,935,935,0,187.0,0,130.5,851851.8519,4985.754986,234.0,321.150432,826,826.0,0.0,0,0,0,0,1424.501425,0,1,1,0,0,0.0,130.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,15941,5,935,935,0,187.0,0,130.5,75026.66081,439.1192522,2656.833333,6208.537329,15327,15327.0,0.0,0,0,0,0,125.4626435,0,1,1,0,0,0.0,130.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1763,5,935,935,0,187.0,0,144.5,694271.1288,3970.504821,293.8333333,342.3123817,840,840.0,0.0,0,0,0,0,1134.429949,0,1,1,0,0,0.0,144.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1222,5,935,935,0,187.0,0,157.0,1022094.926,5728.314239,203.6666667,268.9488179,698,698.0,0.0,0,0,0,0,1636.661211,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,18522,5,935,935,0,187.0,0,133.0,64841.80974,377.9289494,3087.0,7206.502286,17793,17793.0,0.0,0,0,0,0,107.9796998,0,1,1,0,0,0.0,133.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1096,5,935,935,0,187.0,0,155.5,1136861.314,6386.861314,182.6666667,221.2091017,559,559.0,0.0,0,0,0,0,1824.817518,0,1,1,0,0,0.0,155.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1374,5,935,935,0,187.0,0,156.5,908296.9432,5094.614265,229.0,261.8228409,634,634.0,0.0,0,0,0,0,1455.604076,0,1,1,0,0,0.0,156.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,17784,5,935,935,0,187.0,0,157.0,70231.66892,393.6122357,2964.0,7006.982346,17265,17265.0,0.0,0,0,0,0,112.4606388,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1159,5,935,935,0,187.0,0,124.5,1021570.319,6039.689387,193.1666667,233.3001643,589,589.0,0.0,0,0,0,0,1725.625539,0,1,1,0,0,0.0,124.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,14644,5,935,935,0,187.0,0,157.5,85359.19148,478.0114723,2440.666667,5697.753054,14068,14068.0,0.0,0,0,0,0,136.5747064,0,1,1,0,0,0.0,157.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1331,5,935,935,0,187.0,0,137.0,908339.5943,5259.203606,221.8333333,325.6067669,849,849.0,0.0,0,0,0,0,1502.629602,0,1,1,0,0,0.0,137.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,32860,5,935,935,0,187.0,0,154.0,37827.14547,213.0249544,5476.666667,12906.27647,31816,31816.0,0.0,0,0,0,0,60.86427267,0,1,1,0,0,0.0,154.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1230,5,935,935,0,187.0,0,158.0,1017073.171,5691.056911,205.0,244.8207508,623,623.0,0.0,0,0,0,0,1626.01626,0,1,1,0,0,0.0,158.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1121,5,935,935,0,187.0,0,155.0,1110615.522,6244.424621,186.8333333,217.5237152,556,556.0,0.0,0,0,0,0,1784.12132,0,1,1,0,0,0.0,155.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1404,5,935,935,0,187.0,0,144.5,871794.8718,4985.754986,234.0,337.2055753,882,882.0,0.0,0,0,0,0,1424.501425,0,1,1,0,0,0.0,144.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1985,5,935,935,0,187.0,0,154.0,626196.4736,3526.448363,330.8333333,414.8944042,926,926.0,0.0,0,0,0,0,1007.556675,0,1,1,0,0,0.0,154.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1209,5,935,935,0,187.0,0,124.5,979321.7535,5789.909016,201.5,254.3578188,655,655.0,0.0,0,0,0,0,1654.259719,0,1,1,0,0,0.0,124.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,8169,5,935,935,0,187.0,0,154.5,152283.0212,856.8980291,1361.5,3060.322581,7603,7603.0,0.0,0,0,0,0,244.8280083,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1230,5,935,935,0,187.0,0,169.5,1035772.358,5691.056911,205.0,266.436484,694,694.0,0.0,0,0,0,0,1626.01626,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1163,5,935,935,0,187.0,0,154.5,1069647.463,6018.916595,193.8333333,253.9806423,662,662.0,0.0,0,0,0,0,1719.690456,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1161,5,935,935,0,187.0,0,133.5,1035314.384,6029.285099,193.5,258.140853,680,680.0,0.0,0,0,0,0,1722.652885,0,1,1,0,0,0.0,133.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1265,5,935,935,0,187.0,0,155.0,984189.7233,5533.596838,210.8333333,284.9037849,741,741.0,0.0,0,0,0,0,1581.027668,0,1,1,0,0,0.0,155.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1265,5,935,935,0,187.0,0,142.0,963636.3636,5533.596838,210.8333333,250.3792457,645,645.0,0.0,0,0,0,0,1581.027668,0,1,1,0,0,0.0,142.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,14498,5,935,935,0,187.0,0,154.5,85804.93861,482.8252173,2416.333333,5602.407935,13848,13848.0,0.0,0,0,0,0,137.9500621,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1375,5,935,935,0,187.0,0,137.0,879272.7273,5090.909091,229.1666667,318.6806657,829,829.0,0.0,0,0,0,0,1454.545455,0,1,1,0,0,0.0,137.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1375,5,935,935,0,187.0,0,162.0,915636.3636,5090.909091,229.1666667,299.8235592,787,787.0,0.0,0,0,0,0,1454.545455,0,1,1,0,0,0.0,162.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1144,5,935,935,0,187.0,0,145.5,1071678.322,6118.881119,190.6666667,208.0842778,372,372.0,0.0,0,0,0,0,1748.251748,0,1,1,0,0,0.0,145.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,15737,5,935,935,0,187.0,0,156.0,79240.00763,444.8115905,2622.833333,6154.881621,15184,15184.0,0.0,0,0,0,0,127.0890259,0,1,1,0,0,0.0,156.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1333,5,935,935,0,187.0,0,123.5,886721.6804,5251.312828,222.1666667,303.9371097,797,797.0,0.0,0,0,0,0,1500.375094,0,1,1,0,0,0.0,123.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1198,5,935,935,0,187.0,0,154.5,1038397.329,5843.071786,199.6666667,258.9228971,672,672.0,0.0,0,0,0,0,1669.449082,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1419,5,935,935,0,187.0,0,134.0,847780.1268,4933.051445,236.5,344.4002033,901,901.0,0.0,0,0,0,0,1409.44327,0,1,1,0,0,0.0,134.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,16530,5,935,935,0,187.0,0,162.5,76225.04537,423.4724743,2755.0,6465.699591,15950,15950.0,0.0,0,0,0,0,120.9921355,0,1,1,0,0,0.0,162.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1182,5,935,935,0,187.0,0,123.5,1000000.0,5922.165821,197.0,246.9987854,644,644.0,0.0,0,0,0,0,1692.047377,0,1,1,0,0,0.0,123.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,15898,5,935,935,0,187.0,0,124.0,74411.87571,440.3069568,2649.666667,6225.477128,15355,15355.0,0.0,0,0,0,0,125.8019877,0,1,1,0,0,0.0,124.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,17920,5,935,935,0,187.0,0,170.5,71205.35714,390.625,2986.666667,7031.954882,17338,17338.0,0.0,0,0,0,0,111.6071429,0,1,1,0,0,0.0,170.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1281,5,935,935,0,187.0,0,156.0,973458.2358,5464.480874,213.5,280.0619574,729,729.0,0.0,0,0,0,0,1561.28025,0,1,1,0,0,0.0,156.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1455,5,935,935,0,187.0,0,157.0,858419.244,4810.996564,242.5,322.4492208,846,846.0,0.0,0,0,0,0,1374.570447,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
